title;rating;address;metro;avg_check;breakfast;business_lunch;deleviry;parking;catering;banquets;telephone;site;restaurant_type;open_hours;positive_reviews;negative_reviews
Lounge;0;Москва, Мельникова, 16а;['Пролетарская', 'Крестьянская Застава'];700–1700 ₽;Нет;Нет;Есть;Есть;Нет;Есть;Нет;Нет;['Европейская кухня', 'Кавказская кухня', 'Шашлыки', 'Кафе'];11:00 до 02:00;0;0
Coffee Point;0;Москва, Станиславского, 21, стр. 2, БЦ «Фабрика Станиславского»;['Таганская', 'Площадь Ильича', 'Марксистская', 'Римская'];Нет;Нет;Нет;Нет;Нет;Нет;Нет;+7 966 038 59 84;Нет;['Кофейни'];08:00 до 18:00;0;0
Ля фантази;0;Москва, Ленинская Слобода, 19, БЦ «Омега-плаза»;['Автозаводская'];До 700 ₽;Нет;Нет;Есть;Есть;Есть;Нет;+7 (495) 374 75 10 (единая справочная);http://lafantasi.ru;['Блины', 'Европейская кухня', 'Пироги', 'Русская кухня', 'Кулинарии'];08:00 до 22:00;0;0
Pita & Grill;0;Москва, Мастеркова, 8;['Автозаводская'];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 981 500 23 23;http://shaurma.life;['Арабская кухня', 'Шаурма', 'Кафе'];09:00 до 22:00;0;0
Sedélice;0;Москва, Б.Черкизовская, 5, корп. 1;['Преображенская площадь'];Нет;Нет;Нет;Нет;Нет;Нет;Нет;+7 968 623 28 84 (единая справочная);Сайт;['Пироги', 'Торты на заказ', 'Кондитерские', 'Пекарни'];07:00 до 22:00;0;0
Петрушка;0;Москва, Ленинский р-н, дер. Богданиха, 13-й км Каширского ш., парк-отель «Орловский»;[];1700–3000 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 (495) 620 97 92;http://www.orlowsky.ru;['Европейская кухня', 'Бары', 'Коктейльная карта'];09:00 до 02:00;0;0
ABC Coffee Roasters;0;Москва, Б.Никитская, 19/16, стр. 1‒2;['Арбатская'];Нет;Нет;Нет;Нет;Нет;Нет;Нет;+7 (495) 222 10 36;http://abc-roasters.com;['Кофейни'];08:00 до 22:00;0;0
Take and Wake;0;Москва, Б.Почтовая, 38, стр. 1;['Электрозаводская'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 903 155 03 33;http://takeandwake.ru;['Кофейни'];08:00 до 21:00;0;0
Coffee Like;0;Москва, Семеновская пл., 7, корп. 17;['Семеновская'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 800 333 41 30;http://coffee-like.com;['Кофейни'];07:00 до 19:00;0;0
Теремок;0;Москва, Профсоюзная, 61а, ТЦ «Калужский», 2 этаж;['Калужская', 'Воронцовская'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 956 27 30 (единая справочная);http://www.teremok.ru;['Блины', 'Русская кухня', 'Кафе', 'Фастфуд'];10:00 до 23:00;0;0
Мята Lounge;0;Москва, Бутырская, 4;['Савеловская'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 916 090 07 35;http://vk.com/myata_savelovskaya;['Паровые коктейли', 'Чайные'];12:00 до 05:00;0;0
Burger King;0;Москва, Щукинская, 42, ТРК «Щука»;['Щукинская'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 544 50 00;Сайт;['Американская кухня', 'Бургеры', 'Кафе', 'Фастфуд'];10:00 до 22:00;0;0
Gusto Cosmico;0;Москва, Ленинский просп., 29;['Ленинский проспект', 'Площадь Гагарина'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 995 118 78 55;Нет;['Итальянская кухня', 'Паста', 'Пицца', 'Кафе'];08:00 до 00:00;0;0
Burger King;0;Москва, Ленинградский просп., 76а, ТЦ «Метромаркет»;['Сокол'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 544 50 00;Сайт;['Американская кухня', 'Бургеры', 'Кафе', 'Фастфуд'];10:00 до 22:00;0;0
Only Wine;0;Москва, Мытная, 46/2, стр. 3;['Шаболовская'];1700–3000 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 985 129 46 46;http://onlywinebar.ru/yakimanka;['Европейская кухня', 'Паста', 'Устрицы', 'Бары'];12:00 до 00:00;0;0
Fortutti;0;Москва, М.Грузинская, 38;['Белорусская'];До 700 ₽;Нет;Нет;Нет;Нет;Нет;Нет;+7 916 018 03 76;http://www.fortutti.ru;['Кафе', 'Кондитерские', 'Пекарни'];07:00 до 22:00;0;0
Папа Джонс;0;Москва, просп. Маршала Жукова, 1, стр. 1, БЦ «1 Zhukov»;['Полежаевская', 'Хорошево', 'Хорошевская'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 775 07 94;http://www.papajohns.ru;['Американская кухня', 'Итальянская кухня', 'Пицца', 'Кафе', 'Фастфуд'];11:00 до 23:00;0;0
Valiko;0;Москва, просп. Вернадского, 86в, фуд-холл «Парк»;['Юго-Западная'];Нет;Нет;Нет;Есть;Есть;Нет;Нет;+7 999 001 34 16;http://www.valiko.life;['Торты на заказ', 'Кондитерские', 'Пекарни'];10:00 до 23:30;0;0
Dim Sum & Co;0;Москва, Автозаводская, 18, ТРЦ «Ривьера»;['Автозаводская'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 909 990 11 45;http://dimsumandco.ru;['Вок', 'Паназиатская кухня', 'Суши', 'Японская кухня', 'Фастфуд'];10:00 до 22:00;0;0
Урюк;0;Москва, Мясницкая, 47;['Красные Ворота'];700–1700 ₽;Есть;Есть;Есть;Нет;Есть;Есть;+7 (499) 951 82 20;Сайт;['Грузинская кухня', 'Европейская кухня', 'Паровые коктейли', 'Узбекская кухня', 'Хачапури', 'Хинкали', 'Шашлыки', 'Караоке', 'Кафе', 'Веранды'];08:00 до 05:00;0;0
Сан Мишель;0;Москва, Воронцовская, 21;['Таганская', 'Пролетарская', 'Марксистская', 'Крестьянская Застава'];Нет;Нет;Есть;Нет;Есть;Нет;Нет;+7 903 739 30 03;Нет;['Кофейни'];07:30 до 22:00;0;0
Burger King;0;Москва, Покрышкина, 4, ТЦ «Звездочка»;['Юго-Западная'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 544 50 00;Сайт;['Американская кухня', 'Бургеры', 'Кафе', 'Фастфуд'];10:00 до 22:00;0;0
Royal Coffee;0;Москва, Профсоюзная, 78;['Калужская', 'Воронцовская'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 (495) 763 76 79;Нет;['Кофейни'];08:00 до 20:00;0;0
Cup'n'Cup;0;Москва, Серебряническая наб., 29, БЦ «Серебряный город»;['Курская', 'Чкаловская'];Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;http://www.cupncup.ru;['Кофейни'];08:00 до 18:00;0;0
Imperial Café;3 отзыва;Москва, Краснопрудная, 12, гостиница Moscow Marriott Imperial Plaza;['Красносельская', 'Комсомольская'];1700–3000 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 936 888 80 77;Нет;['Европейская кухня', 'Кафе'];09:00 до 00:00;3;0
Олимпик;0;Москва, Апрелевка, Августовская, 40, ФОК «Мелодия», 2 этаж;[];700–1700 ₽;Нет;Нет;Есть;Есть;Есть;Есть;+7 (495) 669 94 69; +7 800 500 40 71;['Европейская кухня', 'Итальянская кухня', 'Паста', 'Пицца', 'Суши', 'Японская кухня', 'Караоке', 'Кафе'];11:00 до 23:00;0;0
One & Double;1 отзыв;Москва, пл. Савеловского Вокзала, 2, в здании Савеловского вокзала;['Савеловская'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 985 131 08 35;http://oneanddouble.ru;['Кофейни'];07:00 до 23:00;1;0
Хаджурао;7.7;Москва, Шмитовский пр., 14;['Улица 1905 года'];1700–3000 ₽;Нет;Нет;Есть;Есть;Нет;Есть;+7 (499) 256 81 36; +7 962 948 70 24;['Вегетарианское меню', 'Индийская кухня'];12:00 до 23:00;0;0
Ryba Family;0;Москва, Рождественский б-р, 1, Центральный рынок;['Цветной бульвар', 'Трубная'];700–1700 ₽;Нет;Нет;Есть;Нет;Нет;Нет;+7 (495) 260 78 89;http://rybafamily.ru;['Суши', 'Японская кухня'];10:00 до 23:00;0;0
Дайте два;0;Москва, Очаковское ш., 34, БЦ West Park;['Озерная'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 926 937 41 12;http://www.daite-dva.ru;['Кофейни'];08:00 до 19:00;0;0
Москальян;0;Москва, Ясногорская, 7а, ТЦ «Этажи»;['Ясенево'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 903 127 27 77;http://moskalyan.com;['Паровые коктейли', 'Бары'];11:00 до 05:00;0;0
Sivarus;0;Москва, Ленинский просп., 95б, 2 этаж;['Новаторская'];700–1700 ₽;Нет;Нет;Есть;Есть;Нет;Есть;+7 964 776 90 00;Сайт;['Вегетарианское меню', 'Индийская кухня'];12:00 до 22:30;0;0
Между делом;0;Москва, Енисейская, 19, корп. 1, ТК «Радужный»;['Бабушкинская'];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 910 477 50 39;Нет;['Европейская кухня', 'Русская кухня', 'Кафе', 'Столовые'];10:00 до 22:00;0;0
Шоколадница;0;Москва, Николоямская, 28/60;['Таганская', 'Марксистская'];700–1700 ₽;Есть;Есть;Есть;Есть;Нет;Нет;+7 985 310 48 43;http://www.shoko.ru;['Блины', 'Европейская кухня', 'Паста', 'Сэндвичи', 'Кондитерские', 'Кофейни'];08:00 до 22:00;0;0
Breakfast Club;0;Москва, М.Козихинский пер., 10;['Тверская', 'Пушкинская', 'Чеховская'];700–1700 ₽;Есть;Нет;Нет;Нет;Нет;Нет;+7 968 481 97 96;http://www.localband.ru;['Европейская кухня', 'Кафе', 'Кондитерские'];08:00 до 23:00;0;0
Prime;0;Москва, Остоженка, 40/1;['Парк культуры'];До 700 ₽;Есть;Нет;Есть;Нет;Нет;Нет;+7 (495) 664 23 63 (единая справочная);Сайт;['Вегетарианское меню', 'Европейская кухня', 'Суши', 'Сэндвичи', 'Японская кухня', 'Кафе', 'Фастфуд'];08:00 до 22:00;0;0
Правда кофе;0;Москва, Арбат, 18, стр. 1;['Арбатская'];Нет;Нет;Нет;Нет;Нет;Нет;Нет;+7 800 555 19 66;http://pravdacoffee.ru;['Кофейни'];08:00 до 22:00;0;0
Пять звезд;0;Москва, 22-й км Киевского ш., БП «Румянцево», 2 этаж;['Румянцево'];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 965 124 65 23;http://pzmmoscow.ru;['Европейская кухня', 'Русская кухня', 'Кафе'];09:00 до 19:00;0;0
Стардогс;0;Москва, 10-летия Октября, 13;['Спортивная'];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 (495) 540 57 23;http://www.stardogs.ru;['Сэндвичи', 'Стритфуд', 'Фастфуд', 'Круглосуточно'];00:00 до 00:00;0;0
Праймбиф-бар;0;Москва, Мытная, 74, Даниловский рынок;['Тульская'];700–1700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (499) 322 01 12;http://primebeefbar.ru;['Американская кухня', 'Бургеры', 'Европейская кухня', 'Кафе', 'Фастфуд'];10:00 до 21:00;0;0
Мята Lounge;0;Москва, Шмитовский пр., 16, стр. 2;['Улица 1905 года'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 985 381 45 35;http://vk.com/myata_presnya;['Бургеры', 'Европейская кухня', 'Итальянская кухня', 'Паровые коктейли', 'Паста', 'Пицца', 'Русская кухня', 'Суши', 'Японская кухня', 'Чайные'];12:00 до 05:00;0;0
Уют;0;Москва, 14-й км МКАД, ТК «Садовод»;['Люблино', 'Братиславская'];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;Нет;Нет;['Грузинская кухня', 'Пельмени', 'Пироги', 'Русская кухня', 'Узбекская кухня', 'Хинкали', 'Кафе'];06:00 до 18:00;0;0
